Nombre_jugador;Dorsal;Posicion;Equipo;ID_equipo;goles_marcados;asistencias;goles_recibidos;paradas;tarjetas_amarillas;tarjetas_rojas
Javi Ontiveros;-;Mediocentro;Villarreal;5;0;0;0;0;0;0
Manu Trigueros;14;Mediocentro;Villarreal;5;0;1;0;0;2;1
Paulo Vitor;-;Mediocentro;Villarreal;5;0;0;0;0;0;0
Ramon Terrats;39;Mediocentro;Villarreal;5;1;1;0;0;1;0
Rodri Alonso;32;Mediocentro;Villarreal;5;0;0;0;0;0;0
Yeremy Pino;21;Mediocentro;Villarreal;5;4;5;0;0;7;0
Etienne Capoue;6;Mediocentro;Villarreal;5;3;0;0;0;4;0
Arnaut Danjuma;-;Delantero;Villarreal;5;2;0;0;0;0;0
Boulaye Dia;17;Delantero;Villarreal;5;0;0;0;0;0;0
Diego Collado;43;Delantero;Villarreal;5;0;0;0;0;0;0
Gerard Moreno;7;Delantero;Villarreal;5;7;3;0;0;3;0
Haissem Hassan;40;Delantero;Villarreal;5;0;0;0;0;0;0
Jorge Pascual;30;Delantero;Villarreal;5;1;0;0;0;0;0
Jose Luis Morales;15;Delantero;Villarreal;5;7;0;0;0;2;0
Juan Carlos Arana;42;Delantero;Villarreal;5;0;0;0;0;0;0
Nicolas Jackson;15;Delantero;Villarreal;5;12;4;0;0;4;1
Paco Alcacer;9;Delantero;Villarreal;5;0;0;0;0;0;0
Samuel Chukwueze;11;Delantero;Villarreal;5;6;5;0;0;1;0
Alex Millan;-;Delantero;Villarreal;5;0;0;0;0;0;0
